origin_node_id,destination_node_id,edge_type,mode,distance_km,transit_time_days,cost_per_km_usd,border_crossing,border_cost_usd,allowed,distance_method,notes
DFW_DEPOT_NODE,EWR_DEPOT_NODE,depot_to_depot,road,2584.4,3.69,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,LAX_DEPOT_NODE,depot_to_depot,road,2234.2,3.19,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,MEX_DEPOT_NODE,depot_to_depot,road,1834.7,2.62,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,2179.0,3.11,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,TOR_DEPOT_NODE,depot_to_depot,road,2357.0,3.37,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,VAN_DEPOT_NODE,depot_to_depot,road,3540.8,5.06,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,DFW_DEPOT_NODE,depot_to_depot,road,2596.3,3.71,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,LAX_DEPOT_NODE,depot_to_depot,road,4436.2,6.34,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,MEX_DEPOT_NODE,depot_to_depot,road,4329.4,6.18,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,2045.5,2.92,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,TOR_DEPOT_NODE,depot_to_depot,road,776.3,1.11,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,VAN_DEPOT_NODE,depot_to_depot,road,4807.2,6.87,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,DFW_DEPOT_NODE,depot_to_depot,road,2233.1,3.19,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,EWR_DEPOT_NODE,depot_to_depot,road,4431.3,6.33,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,MEX_DEPOT_NODE,depot_to_depot,road,2915.4,4.16,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,4327.7,6.18,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,TOR_DEPOT_NODE,depot_to_depot,road,3976.2,5.68,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,VAN_DEPOT_NODE,depot_to_depot,road,2112.5,3.02,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,DFW_DEPOT_NODE,depot_to_depot,road,1830.1,2.61,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,EWR_DEPOT_NODE,depot_to_depot,road,4306.2,6.15,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,LAX_DEPOT_NODE,depot_to_depot,road,2915.3,4.16,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,3474.4,4.96,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,TOR_DEPOT_NODE,depot_to_depot,road,4078.7,5.83,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,VAN_DEPOT_NODE,depot_to_depot,road,4864.6,6.95,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,DFW_DEPOT_NODE,depot_to_depot,road,2176.4,3.11,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,EWR_DEPOT_NODE,depot_to_depot,road,2045.9,2.92,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,LAX_DEPOT_NODE,depot_to_depot,road,4329.3,6.18,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,MEX_DEPOT_NODE,depot_to_depot,road,3483.9,4.98,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,TOR_DEPOT_NODE,depot_to_depot,road,2351.5,3.36,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,VAN_DEPOT_NODE,depot_to_depot,road,5538.0,7.91,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,DFW_DEPOT_NODE,depot_to_depot,road,2346.1,3.35,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,EWR_DEPOT_NODE,depot_to_depot,road,753.8,1.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,LAX_DEPOT_NODE,depot_to_depot,road,3976.5,5.68,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,MEX_DEPOT_NODE,depot_to_depot,road,4079.3,5.83,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,2352.3,3.36,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,VAN_DEPOT_NODE,depot_to_depot,road,4273.3,6.1,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,DFW_DEPOT_NODE,depot_to_depot,road,3543.0,5.06,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,EWR_DEPOT_NODE,depot_to_depot,road,4803.5,6.86,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,LAX_DEPOT_NODE,depot_to_depot,road,2110.9,3.02,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,MEX_DEPOT_NODE,depot_to_depot,road,4836.0,6.91,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,MIA_DEPOT_CONTROL_NODE,depot_to_depot,road,5522.0,7.89,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,TOR_DEPOT_NODE,depot_to_depot,road,4275.6,6.11,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,1295.2,1.85,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,2924.2,4.18,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,2.5,0.0,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,1788.3,2.55,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,426.5,0.61,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_KC,depot_to_stadium,road,842.1,1.2,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_LA,depot_to_stadium,road,2312.3,3.3,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,1851.8,2.65,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,2151.9,3.07,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,945.8,1.35,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,2592.8,3.7,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,2484.8,3.55,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,3333.8,4.76,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_SF,depot_to_stadium,road,2709.9,3.87,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,2376.0,3.39,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
DFW_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,3551.6,5.07,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,1334.5,1.91,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,365.5,0.52,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,2594.9,3.71,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,4335.0,6.19,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,2604.3,3.72,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_KC,depot_to_stadium,road,1905.6,2.72,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_LA,depot_to_stadium,road,4514.3,6.45,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,4343.4,6.2,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,2018.3,2.88,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,3492.6,4.99,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,30.0,0.04,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,125.0,0.18,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,4600.2,6.57,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_SF,depot_to_stadium,road,4716.1,6.74,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,788.8,1.13,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
EWR_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,4818.0,6.88,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,3445.8,4.92,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,4764.1,6.81,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,2232.4,3.19,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,2361.8,3.37,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,2431.2,3.47,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_KC,depot_to_stadium,road,2483.6,3.55,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_LA,depot_to_stadium,road,84.6,0.12,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,2932.6,4.19,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,4300.6,6.14,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,2440.9,3.49,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,4431.1,6.33,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,4284.8,6.12,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,1894.9,2.71,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_SF,depot_to_stadium,road,614.1,0.88,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,3995.2,5.71,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
LAX_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,2123.3,3.03,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,2833.9,4.05,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,4645.9,6.64,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,1829.4,2.61,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,559.7,0.8,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,1553.4,2.22,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_KC,depot_to_stadium,road,2766.9,3.95,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_LA,depot_to_stadium,road,2993.7,4.28,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,17.1,0.02,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,3447.3,4.92,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,910.2,1.3,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,4314.6,6.16,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,4206.6,6.01,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,4657.6,6.65,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_SF,depot_to_stadium,road,3522.9,5.03,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,4097.8,5.85,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
MEX_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,4875.4,6.96,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_ATL,depot_to_stadium,road,1074.0,1.53,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_BOS,depot_to_stadium,road,2407.2,3.44,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_DAL,depot_to_stadium,road,2175.0,3.11,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_GDL,depot_to_stadium,road,3500.2,5.0,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_HOU,depot_to_stadium,road,1926.8,2.75,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_KC,depot_to_stadium,road,2353.5,3.36,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_LA,depot_to_stadium,road,4508.1,6.44,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_MEX,depot_to_stadium,road,3497.9,5.0,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_MIA,depot_to_stadium,road,32.3,0.05,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_MTY,depot_to_stadium,road,2657.8,3.8,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_NY_NJ,depot_to_stadium,road,2071.4,2.96,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_PHI,depot_to_stadium,road,1926.6,2.75,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_SEA,depot_to_stadium,road,5331.0,7.62,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_SF,depot_to_stadium,road,4905.7,7.01,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_TOR,depot_to_stadium,road,2364.0,3.38,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
MIA_DEPOT_CONTROL_NODE,STAD_VAN,depot_to_stadium,road,5548.8,7.93,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,1487.7,2.13,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,867.6,1.24,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,2344.7,3.35,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,4084.9,5.84,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,2520.9,3.6,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_KC,depot_to_stadium,road,1613.8,2.31,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_LA,depot_to_stadium,road,4054.7,5.79,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,4093.3,5.85,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,2325.2,3.32,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,3242.4,4.63,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,754.7,1.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,761.9,1.09,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,4066.3,5.81,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_SF,depot_to_stadium,road,4256.4,6.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,23.3,0.03,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
TOR_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,4284.1,6.12,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_ATL,depot_to_stadium,road,4448.2,6.35,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_BOS,depot_to_stadium,road,5063.5,7.23,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_DAL,depot_to_stadium,road,3542.4,5.06,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_GDL,depot_to_stadium,road,4393.2,6.28,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_HOU,depot_to_stadium,road,3954.1,5.65,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_KC,depot_to_stadium,road,3185.0,4.55,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_LA,depot_to_stadium,road,2061.8,2.95,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_MEX,depot_to_stadium,road,4853.1,6.93,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_MIA,depot_to_stadium,road,5494.9,7.85,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_MTY,depot_to_stadium,road,4041.1,5.77,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_NY_NJ,depot_to_stadium,road,4803.3,6.86,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_PHI,depot_to_stadium,road,4764.9,6.81,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_SEA,depot_to_stadium,road,220.4,0.31,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_SF,depot_to_stadium,road,1569.9,2.24,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_TOR,depot_to_stadium,road,4294.6,6.14,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
VAN_DEPOT_NODE,STAD_VAN,depot_to_stadium,road,14.1,0.02,1.65,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,DFW_DEPOT_NODE,port_gateway_to_depot,road,425.7,0.61,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,EWR_DEPOT_NODE,port_gateway_to_depot,road,2587.3,3.7,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,LAX_DEPOT_NODE,port_gateway_to_depot,road,2436.9,3.48,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,MEX_DEPOT_NODE,port_gateway_to_depot,road,1579.6,2.26,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,MIA_DEPOT_CONTROL_NODE,port_gateway_to_depot,road,1911.7,2.73,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,TOR_DEPOT_NODE,port_gateway_to_depot,road,2528.5,3.61,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_HOU,VAN_DEPOT_NODE,port_gateway_to_depot,road,3949.2,5.64,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,DFW_DEPOT_NODE,port_gateway_to_depot,road,2318.8,3.31,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,EWR_DEPOT_NODE,port_gateway_to_depot,road,4517.1,6.45,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,LAX_DEPOT_NODE,port_gateway_to_depot,road,91.0,0.13,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,MEX_DEPOT_NODE,port_gateway_to_depot,road,3001.2,4.29,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,MIA_DEPOT_CONTROL_NODE,port_gateway_to_depot,road,4413.5,6.3,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,TOR_DEPOT_NODE,port_gateway_to_depot,road,4062.0,5.8,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_LA_LB,VAN_DEPOT_NODE,port_gateway_to_depot,road,2101.5,3.0,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,DFW_DEPOT_NODE,port_gateway_to_depot,road,2056.5,2.94,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,EWR_DEPOT_NODE,port_gateway_to_depot,road,4588.4,6.55,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,LAX_DEPOT_NODE,port_gateway_to_depot,road,2631.0,3.76,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,MEX_DEPOT_NODE,port_gateway_to_depot,road,834.5,1.19,1.0,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,MIA_DEPOT_CONTROL_NODE,port_gateway_to_depot,road,3767.5,5.38,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,TOR_DEPOT_NODE,port_gateway_to_depot,road,4360.9,6.23,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
PORT_MNZ,VAN_DEPOT_NODE,port_gateway_to_depot,road,4668.7,6.67,1.65,yes,550,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,DFW_DEPOT_NODE,port_gateway_to_depot,road,2583.1,3.69,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,EWR_DEPOT_NODE,port_gateway_to_depot,road,18.6,0.03,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,LAX_DEPOT_NODE,port_gateway_to_depot,road,4429.0,6.33,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,MEX_DEPOT_NODE,port_gateway_to_depot,road,4316.3,6.17,1.4,yes,350,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,MIA_DEPOT_CONTROL_NODE,port_gateway_to_depot,road,2063.8,2.95,1.4,no,0,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,TOR_DEPOT_NODE,port_gateway_to_depot,road,751.7,1.07,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_NY_NJ,VAN_DEPOT_NODE,port_gateway_to_depot,road,4800.0,6.86,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_VAN,DFW_DEPOT_NODE,port_gateway_to_depot,road,3557.6,5.08,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_VAN,EWR_DEPOT_NODE,port_gateway_to_depot,road,4818.1,6.88,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
PORT_VAN,LAX_DEPOT_NODE,port_gateway_to_depot,road,2125.5,3.04,1.65,yes,200,yes,openrouteservice_matrix_driving_hgv,
